,donor_name,n_total_seqs,n_all_hits,n_nonredundant_hits,n_redundant_hits,n_total_seqs_minus_n_redundant_hits,original_frequency_estimate,conservative_frequency_estimate
47,Subject-BD3,1843944,5,1,4,1843940,2.711579093508263,0.5423169951299934
48,Subject-BD5,3582234,10,3,7,3582227,2.7915540972476953,0.8374678656601048
49,Subject-BD5h,1967787,5,3,2,1967785,2.5409254151999177,1.5245567986339972
50,Subject-BD6h,828336,1,1,0,828336,1.2072395742790367,1.2072395742790367
51,Subject-CAP301,1422159,2,2,0,1422159,1.4063125149860178,1.4063125149860178
52,Subject-CAP312,1284879,1,1,0,1284879,0.778283402561642,0.778283402561642
53,Subject-CAP335,734921,1,1,0,734921,1.3606904687714734,1.3606904687714734
54,Subject-CAP351,1141581,1,1,0,1141581,0.8759781390895609,0.8759781390895609
55,Subject-CB2,1364658,10,3,7,1364651,7.327843313123141,2.1983642704251856
56,Subject-CB3,392001,1,1,0,392001,2.5510139004747434,2.5510139004747434
57,Subject-CORD1,1135699,12,4,8,1135691,10.566179947327592,3.5220847924303356
58,Subject-CORD2,1358084,55,14,41,1358043,40.49823133178802,10.308951925675403
59,Subject-CORD3,1441611,85,35,50,1441561,58.961814248087734,24.27923618910334
60,Subject-D103,65645990,1248,48,1200,65644790,19.01106221415809,0.7312080669311304
61,Subject-D181,6271025,42,7,35,6270990,6.697469711889204,1.1162511820302696
62,Subject-HD01,29550,4,2,2,29548,135.36379018612521,67.68647624204685
63,Subject-HD08,37267,5,2,3,37264,134.16695736174094,53.671103477887506
64,Subject-HD17,31930,1,1,0,31930,31.318509238960225,31.318509238960225
65,Subject-HD21,12117,4,1,3,12114,330.11471486341503,82.54911672445105
66,Subject-HIP1,218062505,1388,193,1195,218061310,6.365147460816338,0.8850721845154466
67,Subject-HIP2,174080204,3558,926,2632,174077572,20.438854724687708,5.3194675762136665
68,Subject-HIP3,156488073,378,119,259,156487814,2.4155195520875252,0.7604425990639757
69,Subject-Healthy-10,81939,1,1,0,81939,12.204200685876078,12.204200685876078
70,Subject-Healthy-3,6143,1,1,0,6143,162.78691193228065,162.78691193228065
71,Subject-TW01A,126368,1,1,0,126368,7.913395796404152,7.913395796404152
72,Subject-TW02A,192084,1,1,0,192084,5.206055683971595,5.206055683971595
73,Subject-TW03A,273063,1,1,0,273063,3.6621585494922417,3.6621585494922417
74,Subject-TW04B,435002,1,1,0,435002,2.2988400053333087,2.2988400053333087
75,Subject-TW05B,211004,1,1,0,211004,4.739246649352618,4.739246649352618
