,donor_name,n_total_seqs,n_all_hits,n_nonredundant_hits,n_redundant_hits,n_total_seqs_minus_n_redundant_hits,original_frequency_estimate,conservative_frequency_estimate
27,Donor-6,253298,1,1,0,253298,3.9479190518677605,3.9479190518677605
28,Donor-HD3,2036125,2,2,0,2036125,0.982257965498189,0.982257965498189
29,H1,643900,19,5,14,643886,29.50768752911943,7.7653497668842
30,HD09,295915,6,2,4,295911,20.276092796918036,6.758788960194112
31,HD1,181425347,55,15,40,181425307,0.30315499410344243,0.0826786529841727
32,LP08248,236129,1,1,0,236129,4.2349732561438875,4.2349732561438875
33,LP23810,181392,4,4,0,181392,22.05168915938961,22.05168915938961
34,LP32647,124010,2,2,0,124010,16.1277316345456,16.1277316345456
35,P.190.1,124202,4,1,3,124199,32.20560055393633,8.051594618314157
36,Patient-H011,93966,10,6,4,93962,106.42147159610923,63.8556012004853
37,Patient-H012,42583,3,2,1,42582,70.45064932015124,46.9682025268893
38,Patient-H013,66555,2,2,0,66555,30.050334309969198,30.050334309969198
39,Patient-H014,83062,5,3,2,83060,60.195998170041655,36.11846857693234
40,Subject-1009,247349,9,6,3,247346,36.38583539856639,24.257517809060992
41,Subject-1010,234355,4,1,3,234352,17.068123146508505,4.267085409981567
42,Subject-1011,229498,8,2,6,229492,34.858691579011584,8.714900737280603
43,Subject-1017,211489,7,6,1,211488,33.098648156641715,28.370403994552884
44,Subject-316188,58895283,754,39,715,58894568,12.802383511766129,0.6622002898467648
45,Subject-326650,77216556,3969,527,3442,77213114,51.40089387048032,6.82526545943996
46,Subject-326651,157010895,2023,578,1445,157009450,12.884456202864138,3.6813070805610746
47,Subject-326713,132075912,1301,635,666,132075246,9.850395733023596,4.807865358812203
48,Subject-326737,94176505,1314,80,1234,94175271,13.952524570751484,0.8494799022133953
49,Subject-326780,117108038,791,93,698,117107340,6.754446693061325,0.7941432193746353
50,Subject-326797,99872859,4697,349,4348,99868511,47.02979415058099,3.494595008030109
51,Subject-326907,33686764,192,19,173,33686591,5.699567937128066,0.5640226403437499
52,Subject-327059,102853434,3563,384,3179,102850255,34.64152689350168,3.733583353779726
53,Subject-BD1+3+4,2700689,8,3,5,2700684,2.9622070516079413,1.1108297009202113
54,Subject-BD14,1074780,4,3,1,1074779,3.7216918811291615,2.7912715079099986
55,Subject-BD1h,2300336,1,1,0,2300336,0.434719101905113,0.434719101905113
56,Subject-BD3h,896567,4,1,3,896564,4.461462445082185,1.115369343404375
57,Subject-BD5,3582234,13,6,7,3582227,3.629020326422004,1.6749357313202096
58,Subject-BD5h,1967787,80,8,72,1967715,40.65480664319868,4.065629422960134
59,Subject-BD7,808852,8,1,7,808845,9.89056094316389,1.23633081740012
60,Subject-BD8,528026,3,1,2,528024,5.681538409093491,1.893853309698044
61,Subject-BF520,529983,11,1,10,529973,20.75538271982309,1.8868885773426194
62,Subject-CAP301,1422159,2,2,0,1422159,1.4063125149860178,1.4063125149860178
63,Subject-CAP312,1284879,2,1,1,1284878,1.556566805123284,0.7782840082871681
64,Subject-CAP322,1476844,5,2,3,1476841,3.385597937222889,1.354241925840358
65,Subject-CAP351,1141581,4,1,3,1141578,3.5039125563582436,0.8759804411087109
66,Subject-CB1g,13089,1,1,0,13089,76.40003056001223,76.40003056001223
67,Subject-CB2,1364658,19,10,9,1364649,13.92290229493397,7.327891641000726
68,Subject-CB5,460201,175,2,173,460028,380.2686217544073,4.347561452781135
69,Subject-CORD1,1135699,5,3,2,1135697,4.402574978053163,2.641549638680035
70,Subject-CORD2,1358084,38,19,19,1358065,27.980596192871722,13.990493827615026
71,Subject-CORD3,1441611,182,75,107,1441504,126.24764933119961,52.02899194174973
72,Subject-D103,65645990,1904,72,1832,65644158,29.0040564549335,1.096822660136794
73,Subject-D181,6271025,113,13,100,6270925,18.019382796273334,2.0730593971383806
74,Subject-HD01,29550,1,1,0,29550,33.840947546531304,33.840947546531304
75,Subject-HD03,36958,8,2,6,36952,216.4619297581038,54.12426932236415
76,Subject-HD05,34802,19,1,18,34784,545.9456353083157,28.74885004599816
77,Subject-HD06,39182,3,1,2,39180,76.56576999642692,25.523226135783563
78,Subject-HD08,37267,1,1,0,37267,26.83339147234819,26.83339147234819
79,Subject-HD11,47406,2,1,1,47405,42.18875247858921,21.09482122139015
80,Subject-HD12,52137,1,1,0,52137,19.180236684120683,19.180236684120683
81,Subject-HD13,38916,5,2,3,38913,128.48185836159934,51.396705471179295
82,Subject-HD16,38090,6,2,4,38086,157.52165922814387,52.51273433807698
83,Subject-HD19,12040,4,3,1,12039,332.22591362126246,249.19013207077
84,Subject-HD33,11920,1,1,0,11920,83.89261744966443,83.89261744966443
85,Subject-HD34,21881,1,1,0,21881,45.701750377039446,45.701750377039446
86,Subject-HD38,12927,12,1,11,12916,928.2896263634254,77.4233508826262
87,Subject-HIP1,218062505,9091,1057,8034,218054471,41.68988153190298,4.847412644889084
88,Subject-HIP2,174080204,10915,2407,8508,174071696,62.70098350757907,13.82763571166676
89,Subject-HIP3,156488073,1584,410,1174,156486899,10.122177170652488,2.6200276356680825
90,Subject-Healthy-10,81939,1,1,0,81939,12.204200685876078,12.204200685876078
91,Subject-Healthy-7,5463,1,1,0,5463,183.04960644334616,183.04960644334616
92,Subject-IGG2,346200,3,2,1,346199,8.665511265164646,5.77702419706585
93,Subject-TW01A,126368,1,1,0,126368,7.913395796404152,7.913395796404152
94,Subject-TW03A,273063,1,1,0,273063,3.6621585494922417,3.6621585494922417
95,Subject-TW03B,178233,3,1,2,178231,16.831899816532292,5.610696231295342
96,Subject-TW04A,270086,4,3,1,270085,14.810097524492198,11.107614269581799
97,Subject-TW04B,435002,3,3,0,435002,6.896520015999926,6.896520015999926
98,Subject-TW05B,211004,1,1,0,211004,4.739246649352618,4.739246649352618
