,donor_name,n_total_seqs,n_all_hits,n_nonredundant_hits,n_redundant_hits,n_total_seqs_minus_n_redundant_hits,original_frequency_estimate,conservative_frequency_estimate
58,Subject-326737,94176505,4609,177,4432,94172073,48.94001959405905,1.87953810892535
59,Subject-326780,117108038,7698,473,7225,117100813,65.73417274739074,4.039254620717279
60,Subject-326797,99872859,3482,283,3199,99869660,34.864326853805196,2.8336934360245145
61,Subject-326907,33686764,5246,261,4985,33681779,155.72881978215537,7.748996868603645
62,Subject-327059,102853434,8208,1128,7080,102846354,79.80287755875997,10.967817099281906
63,Subject-4468,1436,1,1,0,1436,696.3788300835655,696.3788300835655
64,Subject-BD1,8633933,1,1,0,8633933,0.11582207089167822,0.11582207089167822
65,Subject-BD1+3+4,2700689,186,23,163,2700526,68.87131394988464,8.516859308149598
66,Subject-BD12,443315,24,1,23,443292,54.13757711785073,2.25584941753968
67,Subject-BD1h,2300336,104,20,84,2300252,45.210786598131754,8.694699537268091
68,Subject-BD2r,747335,44,2,42,747293,58.87587226611894,2.6763264208282425
69,Subject-BD3,1843944,12,3,9,1843935,6.50778982441983,1.6269553970177908
70,Subject-BD3h,896567,14,5,9,896558,15.61511855778765,5.576884038734806
71,Subject-BD4,993820,16,3,13,993807,16.099494878348192,3.018694776752428
72,Subject-BD5,3582234,37,12,25,3582209,10.328750159816472,3.3498882951832236
73,Subject-BD5g,501835,1,1,0,501835,1.9926868392997699,1.9926868392997699
74,Subject-BD5h,1967787,47,14,33,1967754,23.884698902879226,7.114710477021009
75,Subject-BD6,1089054,1,1,0,1089054,0.918228113573799,0.918228113573799
76,Subject-BD6h,828336,12,5,7,828329,14.486874891348437,6.0362488817848945
77,Subject-BD8,528026,6,2,4,528022,11.363076818186983,3.787720966171864
78,Subject-BD9,103350,1,1,0,103350,9.675858732462506,9.675858732462506
79,Subject-CAP301,1422159,4,4,0,1422159,2.8126250299720357,2.8126250299720357
80,Subject-CAP312,1284879,4,4,0,1284879,3.113133610246568,3.113133610246568
81,Subject-CAP322,1476844,26,5,21,1476823,17.60510927355902,3.385646079455696
82,Subject-CAP335,734921,8,4,4,734917,10.885523750171787,5.442791498903958
83,Subject-CAP351,1141581,11,4,7,1141574,9.635759529985169,3.503934041945594
84,Subject-CB2,1364658,63,14,49,1364609,46.16541287267579,10.259349014992573
85,Subject-CB3,392001,2,2,0,392001,5.102027800949487,5.102027800949487
86,Subject-CB4,763630,1,1,0,763630,1.3095347223131621,1.3095347223131621
87,Subject-CORD1,1135699,102,28,74,1135625,89.81252955228453,24.65602641717116
88,Subject-CORD2,1358084,234,56,178,1357906,172.301566029789,41.239968009567676
89,Subject-CORD3,1441611,475,160,315,1441296,329.4924913863726,111.01120103018394
90,Subject-D103,65645990,8259,266,7993,65637997,125.81118816244526,4.052530731551727
91,Subject-D181,6271025,391,50,341,6270684,62.350253746397115,7.9736118101310804
92,Subject-HD01,29550,4,2,2,29548,135.36379018612521,67.68647624204685
93,Subject-HD02,33636,1,1,0,33636,29.730051135687955,29.730051135687955
94,Subject-HD06,39182,1,1,0,39182,25.52192333214231,25.52192333214231
95,Subject-HD07,33234,1,1,0,33234,30.089667208280677,30.089667208280677
96,Subject-HD08,37267,10,3,7,37260,268.3339147234819,80.51529790660226
97,Subject-HD11,47406,5,1,4,47402,105.47188119647302,21.096156280325726
98,Subject-HD13,38916,1,1,0,38916,25.69637167231987,25.69637167231987
99,Subject-HD16,38090,1,1,0,38090,26.253609871357312,26.253609871357312
100,Subject-HD17,31930,1,1,0,31930,31.318509238960225,31.318509238960225
101,Subject-HD18,15702,3,2,1,15701,191.05846388995033,127.38042162919561
102,Subject-HD21,12117,4,1,3,12114,330.11471486341503,82.54911672445105
103,Subject-HD31,21635,1,1,0,21635,46.22140050843541,46.22140050843541
104,Subject-HD32,23193,5,1,4,23189,215.58228775923772,43.123894950191904
105,Subject-HD34,21881,3,1,2,21879,137.1052511311183,45.70592805886923
106,Subject-HIP1,218062505,7690,895,6795,218055710,35.26511813665536,4.104455691621192
107,Subject-HIP2,174080204,17790,4286,13504,174066700,102.19427362343855,24.62274518905684
108,Subject-HIP3,156488073,3448,742,2706,156485367,22.033628083592035,4.74165741005036
109,Subject-Healthy-10,81939,3,3,0,81939,36.61260205762823,36.61260205762823
110,Subject-Healthy-3,6143,1,1,0,6143,162.78691193228065,162.78691193228065
111,Subject-IGG2,346200,4,2,2,346198,11.554015020219525,5.777040884118337
112,Subject-PEM2,278566,11,2,9,278557,39.48794899592915,7.179859059366665
113,Subject-TW01A,126368,2,2,0,126368,15.826791592808304,15.826791592808304
114,Subject-TW02A,192084,8,6,2,192082,41.64844547177276,31.236659343405417
115,Subject-TW02B,201854,1,1,0,201854,4.954075718093275,4.954075718093275
116,Subject-TW03A,273063,9,6,3,273060,32.959426945430174,21.973192704900022
117,Subject-TW03B,178233,2,1,1,178232,11.221266544354862,5.610664751559765
118,Subject-TW04A,270086,3,1,2,270084,11.107573143369148,3.702551798699664
119,Subject-TW04B,435002,15,9,6,434996,34.482600079999635,20.689845423865965
120,Subject-TW05B,211004,5,3,2,211002,23.696233246763097,14.217874712088038
